unicef_region,iso3,country,vaccine,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Eastern Europe & Central Asia,BIH,Bosnia and Herzegovina,HepB3,78,82,89,91,92,88,89,90,88,94,90,93,36,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,BWA,Botswana,HepB3,95,95,95,95,95,95,95,94,94,93,93,92,91,90,88,87,86,85,77,60,62,73,,,,,,,,,,,,,,,
Latin America & Caribbean,BRA,Brazil,HepB3,86,96,96,96,96,98,96,99,96,99,99,98,96,97,92,91,94,84,13,6,15,10,4,,,,,,,,,,,,,,
East Asia & Pacific,BRN,Brunei Darussalam,HepB3,99,99,99,98,99,93,96,96,96,97,99,99,99,99,99,99,99,93,99,98,98,99,99,99,96,96,96,,,,,,,,,,
Eastern Europe & Central Asia,BGR,Bulgaria,HepB3,91,92,95,95,95,96,95,96,96,95,96,96,94,96,88,93,94,97,97,77,94,95,94,96,71,,,,,,,,,,,,
West & Central Africa,BFA,Burkina Faso,HepB3,91,91,91,88,90,91,91,92,93,89,76,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,BDI,Burundi,HepB3,94,94,95,96,96,96,96,94,92,99,92,87,83,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,CPV,Cabo Verde,HepB3,96,96,97,94,94,90,98,98,98,96,95,93,91,66,40,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,KHM,Cambodia,HepB3,90,89,88,83,86,88,89,92,91,82,80,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,CMR,Cameroon,HepB3,85,84,87,89,85,82,84,80,84,82,81,79,,,,,,,,,,,,,,,,,,,,,,,,,
North America,CAN,Canada,HepB3,55,55,55,55,70,70,56,42,28,14,14,14,14,14,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,CAF,Central African Republic,HepB3,47,47,47,23,47,47,45,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,TCD,Chad,HepB3,46,46,37,39,40,33,39,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,CHL,Chile,HepB3,95,97,95,90,90,94,92,94,95,92,95,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,CHN,China,HepB3,99,99,99,99,99,99,99,99,95,92,91,84,79,75,70,65,60,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,COL,Colombia,HepB3,91,91,90,91,92,85,88,92,92,93,93,93,89,92,78,80,78,77,75,85,95,71,,,,,,,,,,,,,,,
Eastern & Southern Africa,COM,Comoros,HepB3,91,91,88,88,89,83,74,83,81,75,69,68,77,28,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,COG,Congo,HepB3,80,80,90,85,62,70,74,75,73,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,COK,Cook Islands,HepB3,99,99,99,98,98,93,99,82,99,99,99,99,99,93,93,93,98,90,88,99,65,85,79,76,98,85,71,,,,,,,,,,
Latin America & Caribbean,CRI,Costa Rica,HepB3,97,92,91,94,91,84,89,87,89,89,88,90,89,86,94,80,89,83,86,76,,,,,,,,,,,,,,,,,
West & Central Africa,CIV,Côte d’Ivoire,HepB3,85,83,76,80,82,62,85,81,74,76,77,76,67,63,48,10,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,HRV,Croatia,HepB3,93,94,95,96,98,97,97,97,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,CUB,Cuba,HepB3,99,99,97,96,96,96,96,96,95,93,89,95,99,99,98,98,98,99,98,98,99,99,98,84,,,,,,,,,,,,,
Western Europe,CYP,Cyprus,HepB3,97,97,96,96,96,96,96,96,93,93,93,88,88,88,88,89,89,89,88,88,88,68,54,41,27,20,,,,,,,,,,,
Western Europe,CZE,Czech Republic,HepB3,96,97,99,99,99,99,99,99,99,99,98,99,98,92,86,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,PRK,Democratic People’s Republic of Korea,HepB3,96,96,93,93,96,94,93,93,92,92,96,92,98,27,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,COD,Democratic Republic of the Congo,HepB3,79,81,80,74,75,74,60,72,65,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,DNK,Denmark,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,DJI,Djibouti,HepB3,84,84,78,82,81,87,88,89,88,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,DMA,Dominica,HepB3,99,98,97,96,97,98,98,99,96,93,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,DOM,Dominican Republic,HepB3,80,81,89,80,74,80,83,80,81,81,84,87,82,79,63,66,68,76,62,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,ECU,Ecuador,HepB3,84,78,83,87,88,88,90,91,93,94,96,92,88,82,75,69,36,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,EGY,Egypt,HepB3,95,93,94,97,93,96,97,97,97,98,98,98,97,98,97,99,98,97,88,81,77,74,57,,,,,,,,,,,,,,
Latin America & Caribbean,SLV,El Salvador,HepB3,93,91,93,92,92,89,89,91,98,99,96,89,90,94,81,75,99,1,,,,,,,,,,,,,,,,,,,
West & Central Africa,GNQ,Equatorial Guinea,HepB3,19,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ERI,Eritrea,HepB3,95,95,94,94,94,96,90,92,94,91,94,96,84,91,86,,,,,,,,,,,,,,,,,,,,,,
Western Europe,EST,Estonia,HepB3,93,91,93,93,94,94,94,95,94,95,95,95,90,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ETH,Ethiopia,HepB3,77,77,77,72,69,65,62,56,52,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,FJI,Fiji,HepB3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,98,98,90,82,60,88,,,,,,,,,,,,,
Western Europe,FIN,Finland,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,FRA,France,HepB3,88,86,83,74,78,74,65,51,47,42,39,35,35,28,29,28,26,24,27,,,,,,,,,,,,,,,,,,
West & Central Africa,GAB,Gabon,HepB3,75,80,70,79,82,75,67,79,82,75,52,28,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,GMB,Gambia,HepB3,95,97,96,97,98,96,97,97,98,97,95,95,95,94,92,91,91,93,92,94,88,87,57,56,,78,,,,,,,,,,,
Eastern Europe & Central Asia,GEO,Georgia,HepB3,92,94,91,96,92,89,95,54,89,94,84,79,64,48,51,61,55,,,,,,,,,,,,,,,,,,,,
Western Europe,DEU,Germany,HepB3,88,88,88,88,88,88,88,88,87,86,87,90,88,90,87,86,84,81,81,71,57,45,32,15,,,,,,,,,,,,,
West & Central Africa,GHA,Ghana,HepB3,93,88,98,90,92,91,94,94,93,94,84,84,80,80,80,,,,,,,,,,,,,,,,,,,,,,
Western Europe,GRC,Greece,HepB3,96,96,96,98,98,95,95,95,95,95,94,93,92,92,91,90,89,88,69,50,12,12,2,2,15,10,,,,,,,,,,,
Latin America & Caribbean,GRD,Grenada,HepB3,96,92,97,97,97,94,97,99,99,96,91,99,83,97,98,96,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,GTM,Guatemala,HepB3,80,74,73,85,96,88,94,92,95,85,89,87,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,GIN,Guinea,HepB3,57,54,51,63,62,63,64,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,GNB,Guinea-Bissau,HepB3,87,87,87,87,87,86,83,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,GUY,Guyana,HepB3,97,95,98,98,97,93,95,98,93,94,93,93,91,90,91,85,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,HTI,Haiti,HepB3,58,60,48,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,HND,Honduras,HepB3,97,97,97,97,97,97,97,97,92,93,94,97,93,91,94,95,93,,,,,,,,,,,,,,,,,,,,
Western Europe,HUN,Hungary,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,ISL,Iceland,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,IND,India,HepB3,88,87,79,70,73,44,38,37,29,6,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,IDN,Indonesia,HepB3,79,78,78,85,83,81,83,82,82,76,66,65,64,64,63,62,65,77,76,65,62,50,42,43,28,,,,,,,,,,,,
Middle East & North Africa,IRN,Iran (Islamic Republic of),HepB3,99,98,99,99,98,99,99,99,99,97,98,94,95,98,99,94,99,95,94,93,84,59,62,,,,,,,,,,,,,,
Middle East & North Africa,IRQ,Iraq,HepB3,61,56,62,66,61,77,72,75,66,56,59,65,62,63,65,66,67,52,3,65,22,57,40,,,,,,,,,,,,,,
Western Europe,IRL,Ireland,HepB3,95,95,95,95,95,95,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,ISR,Israel,HepB3,95,96,97,97,97,98,97,98,99,99,96,96,99,98,98,96,98,96,97,97,96,93,92,92,92,,,,,,,,,,,,
Western Europe,ITA,Italy,HepB3,93,93,95,96,96,96,96,96,96,97,96,96,96,95,95,95,94,97,95,95,95,95,95,95,95,95,,,,,,,,,,,
Latin America & Caribbean,JAM,Jamaica,HepB3,98,91,92,93,96,92,94,90,92,92,97,99,98,36,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,JPN,Japan,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,JOR,Jordan,HepB3,98,99,98,98,98,98,98,98,97,98,98,95,95,97,95,97,93,92,91,90,85,54,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,KAZ,Kazakhstan,HepB3,82,98,95,99,95,99,99,99,99,94,99,94,99,99,95,95,99,90,49,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,KEN,Kenya,HepB3,89,89,92,93,94,96,90,88,88,81,80,76,73,73,84,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,KIR,Kiribati,HepB3,81,82,75,95,94,95,91,86,83,96,88,50,67,73,79,85,90,82,89,97,66,36,36,8,6,7,73,,,,,,,,,,
Middle East & North Africa,KWT,Kuwait,HepB3,99,99,96,99,98,99,99,99,99,99,99,99,94,99,99,99,95,95,99,98,99,99,93,91,38,,,,,,,,,,,,
Eastern Europe & Central Asia,KGZ,Kyrgyzstan,HepB3,96,97,96,97,96,96,96,96,97,94,90,97,99,99,99,57,44,10,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,LAO,Lao People’s Democratic Republic,HepB3,82,89,88,87,79,78,74,67,61,50,57,49,45,50,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,LVA,Latvia,HepB3,98,94,92,94,90,89,91,92,93,91,94,99,98,98,98,96,95,94,9,,,,,,,,,,,,,,,,,,
Middle East & North Africa,LBN,Lebanon,HepB3,81,81,81,81,81,81,81,81,81,80,78,77,75,74,77,80,83,86,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,LSO,Lesotho,HepB3,93,93,93,93,95,96,93,91,88,90,91,87,60,17,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,LBR,Liberia,HepB3,79,52,50,76,80,77,47,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,LBY,Libya,HepB3,97,97,94,96,98,98,98,98,98,98,98,97,99,96,91,93,92,92,92,91,93,92,92,91,88,,,,,,,,,,,,
Western Europe,LTU,Lithuania,HepB3,95,94,94,93,93,95,94,95,96,96,95,95,94,95,94,95,98,96,73,,,,,,,,,,,,,,,,,,
Western Europe,LUX,Luxembourg,HepB3,94,94,94,94,94,95,94,95,94,87,95,95,94,95,95,86,77,67,58,49,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,MDG,Madagascar,HepB3,77,69,73,74,70,73,70,77,77,84,82,81,71,61,51,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,MWI,Malawi,HepB3,84,88,91,89,96,97,93,93,91,87,99,93,89,84,64,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,MYS,Malaysia,HepB3,98,99,96,96,97,96,96,96,97,96,95,96,94,95,95,95,97,96,96,97,96,96,94,86,86,89,86,69,,,,,,,,,
South Asia,MDV,Maldives,HepB3,99,99,99,99,99,96,97,98,98,98,98,98,97,98,98,98,96,90,45,50,96,80,63,21,,,,,,,,,,,,,
West & Central Africa,MLI,Mali,HepB3,68,64,73,69,66,66,72,71,74,74,90,83,73,79,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,MLT,Malta,HepB3,97,95,90,94,93,82,75,86,86,82,86,85,85,89,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,MHL,Marshall Islands,HepB3,73,85,79,80,80,89,97,99,97,93,97,89,72,74,80,76,38,80,80,70,68,47,46,17,24,17,10,3,,,,,,,,,
West & Central Africa,MRT,Mauritania,HepB3,73,73,84,80,80,75,64,64,74,74,68,42,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,MUS,Mauritius,HepB3,72,97,97,98,98,98,99,99,99,97,97,97,98,97,88,92,88,85,90,90,,,,,,,,,,,,,,,,,
Latin America & Caribbean,MEX,Mexico,HepB3,93,82,84,82,99,98,93,95,97,98,98,98,98,98,97,97,97,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,FSM,Micronesia (Federated States of ),HepB3,76,78,81,83,82,83,88,89,89,90,84,91,80,89,85,81,87,77,79,78,80,82,82,82,73,65,56,47,,,,,,,,,
Western Europe,MCO,Monaco,HepB3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,MNG,Mongolia,HepB3,99,99,99,98,99,99,96,97,96,98,98,98,98,98,98,95,93,92,91,88,93,88,67,69,47,18,,,,,,,,,,,
Eastern Europe & Central Asia,MNE,Montenegro,HepB3,75,82,87,90,90,91,90,87,93,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MAR,Morocco,HepB3,99,99,99,99,99,98,98,98,97,95,95,96,95,90,92,84,43,10,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,MOZ,Mozambique,HepB3,80,80,79,78,76,76,74,74,75,75,75,75,76,76,76,25,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,MMR,Myanmar,HepB3,90,89,88,75,58,40,92,91,85,85,75,62,39,8,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,NAM,Namibia,HepB3,92,92,88,89,84,82,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,NRU,Nauru,HepB3,91,91,95,87,79,99,99,99,99,99,99,80,78,77,75,95,58,62,29,86,72,57,79,99,90,79,,,,,,,,,,,
South Asia,NPL,Nepal,HepB3,87,91,92,92,90,92,82,89,82,82,69,41,27,2,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,NLD,Netherlands,HepB3,93,94,92,51,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,NZL,New Zealand,HepB3,92,92,93,93,93,95,90,93,90,88,87,87,88,89,89,90,90,89,87,99,94,88,81,74,67,,,,,,,,,,,,
Latin America & Caribbean,NIC,Nicaragua,HepB3,98,98,98,98,98,98,98,98,97,93,88,86,79,86,85,87,83,80,,,,,,,,,,,,,,,,,,,
West & Central Africa,NER,Niger,HepB3,67,65,68,67,71,75,70,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,NGA,Nigeria,HepB3,49,49,49,46,42,46,49,63,41,42,27,18,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,NIU,Niue,HepB3,99,99,99,99,98,98,99,99,99,98,99,85,99,94,98,99,99,99,99,99,99,90,99,99,99,99,,,,,,,,,,,
Western Europe,NOR,Norway,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,OMN,Oman,HepB3,99,99,99,98,98,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,96,99,94,,,,,,,,,,,
South Asia,PAK,Pakistan,HepB3,72,72,72,72,72,74,82,78,65,75,78,70,65,63,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,PLW,Palau,HepB3,98,90,99,99,89,91,80,69,92,91,98,98,98,99,99,98,96,96,96,90,99,99,73,94,75,89,,,,,,,,,,,
Latin America & Caribbean,PAN,Panama,HepB3,73,73,80,80,85,87,94,85,86,85,88,92,95,98,98,98,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,PNG,Papua New Guinea,HepB3,66,67,67,73,68,66,56,66,59,61,71,63,60,67,60,59,57,54,47,44,43,23,20,7,12,19,20,,,,,,,,,,
Latin America & Caribbean,PRY,Paraguay,HepB3,93,93,87,86,87,89,89,85,87,86,92,92,90,86,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,PER,Peru,HepB3,89,90,88,88,95,91,93,93,93,93,94,94,92,65,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,PHL,Philippines,HepB3,86,60,67,89,88,87,77,85,88,87,77,49,48,52,42,45,7,32,30,31,35,38,,,,,,,,,,,,,,,
Western Europe,POL,Poland,HepB3,96,96,96,96,97,98,98,98,98,98,98,98,98,97,98,95,99,99,99,97,56,23,4,1,1,1,,,,,,,,,,,
Western Europe,PRT,Portugal,HepB3,98,98,98,98,98,97,97,96,97,97,97,94,94,94,82,70,58,61,64,49,34,6,,,,,,,,,,,,,,,
Middle East & North Africa,QAT,Qatar,HepB3,98,99,89,97,93,93,97,99,97,94,96,97,97,93,98,93,89,92,92,90,90,90,90,93,89,86,,,,,,,,,,,
East Asia & Pacific,KOR,Republic of Korea,HepB3,98,98,99,99,99,99,94,94,94,91,99,99,92,91,92,89,93,88,82,88,93,99,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,MDA,Republic of Moldova,HepB3,90,88,92,91,94,96,98,89,97,95,98,99,99,99,99,94,92,94,93,87,81,19,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,ROU,Romania,HepB3,90,90,94,96,96,96,98,95,97,99,99,98,99,98,99,98,98,99,99,99,99,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,RUS,Russian Federation,HepB3,97,97,97,97,97,97,97,98,98,98,98,97,96,94,81,43,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,RWA,Rwanda,HepB3,98,98,98,98,98,97,97,97,97,97,99,95,89,96,88,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,KNA,Saint Kitts and Nevis,HepB3,98,94,98,97,98,98,96,97,98,99,99,99,96,99,96,99,99,99,99,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCA,Saint Lucia,HepB3,95,99,99,99,98,99,97,95,96,99,85,95,91,84,14,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,VCT,Saint Vincent and The Grenadines,HepB3,98,98,98,97,96,96,99,99,99,99,99,99,99,31,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,WSM,Samoa,HepB3,55,59,56,60,64,58,57,44,12,46,35,41,54,83,86,89,89,94,97,99,98,96,94,1,18,,,,,,,,,,,,
Western Europe,SMR,San Marino,HepB3,66,75,80,69,96,86,78,92,87,92,95,95,97,96,95,95,94,97,,97,98,98,98,98,99,99,,,,,,,,,,,
West & Central Africa,STP,Sao Tome and Principe,HepB3,96,96,95,97,96,96,98,98,99,87,75,96,70,43,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,SAU,Saudi Arabia,HepB3,98,98,98,98,98,98,98,98,98,96,96,97,96,95,97,95,93,92,95,91,92,93,94,93,89,86,66,,,,,,,,,,
West & Central Africa,SEN,Senegal,HepB3,93,89,89,92,91,92,89,86,88,94,89,84,54,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,SRB,Serbia,HepB3,91,94,92,91,97,94,89,93,93,99,93,65,89,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,SYC,Seychelles,HepB3,97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,96,98,99,97,97,98,99,,,,,,,,,,,,,,,
West & Central Africa,SLE,Sierra Leone,HepB3,84,86,83,92,91,89,86,84,77,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,SGP,Singapore,HepB3,96,96,96,97,97,96,96,96,97,96,95,96,94,95,95,95,97,96,96,97,96,96,94,90,78,76,74,,,,,,,,,,
Western Europe,SVK,Slovakia,HepB3,96,96,97,98,99,99,99,99,99,99,99,99,99,99,99,99,98,,,,,,,,,,,,,,,,,,,,
Western Europe,SVN,Slovenia,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,SLB,Solomon Islands,HepB3,99,98,88,94,99,99,90,92,89,90,99,83,81,79,75,83,81,79,75,73,97,68,65,53,,,,,,,,,,,,,
Eastern & Southern Africa,SOM,Somalia,HepB3,42,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZAF,South Africa,HepB3,66,75,80,70,68,76,71,74,76,83,83,79,76,71,72,72,73,73,74,74,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,SSD,South Sudan,HepB3,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,ESP,Spain,HepB3,97,97,96,95,96,97,97,96,97,96,97,96,97,81,82,83,77,80,81,84,82,,,,,,,,,,,,,,,,
South Asia,LKA,Sri Lanka,HepB3,99,99,99,99,99,99,99,97,98,98,98,99,62,32,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,PSE,State of Palestine,HepB3,99,99,99,99,99,99,98,97,96,98,97,99,96,97,91,92,95,90,91,99,91,93,,,,,,,,,,,,,,,
Eastern & Southern Africa,SDN,Sudan,HepB3,93,93,94,93,92,93,75,72,78,78,60,22,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,SUR,Suriname,HepB3,91,89,85,86,84,86,86,87,84,84,84,83,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,SWZ,Swaziland,HepB3,90,90,98,98,95,91,89,88,90,92,93,95,93,90,88,86,83,81,78,76,76,,,,,,,,,,,,,,,,
Western Europe,SWE,Sweden,HepB3,67,67,67,67,53,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,CHE,Switzerland,HepB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,SYR,Syrian Arab Republic,HepB3,50,41,47,71,43,66,84,84,83,83,83,83,82,81,80,80,79,78,77,76,75,74,64,23,5,,,,,,,,,,,,
Eastern Europe & Central Asia,TJK,Tajikistan,HepB3,97,96,97,96,94,96,93,93,86,84,88,81,81,58,39,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,THA,Thailand,HepB3,99,99,99,99,98,98,98,98,98,96,96,96,96,96,95,95,95,95,95,94,93,93,66,58,15,,,,,,,,,,,,
Eastern Europe & Central Asia,MKD,The former Yugoslav Republic of Macedonia,HepB3,94,92,97,97,98,96,90,95,97,96,89,53,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TLS,Timor-Leste,HepB3,85,76,77,82,83,67,72,72,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,TGO,Togo,HepB3,89,88,87,84,84,85,83,78,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
