Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Middle East & North Africa,MEA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Middle East & North Africa,MEA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Middle East & North Africa (excluding high income),MNA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Middle East & North Africa (excluding high income),MNA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Middle income,MIC,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Middle income,MIC,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Moldova,MDA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,19738
Moldova,MDA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,21541
Monaco,MCO,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Monaco,MCO,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Mongolia,MNG,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,33598
Mongolia,MNG,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,34417
Montenegro,MNE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,3289
Montenegro,MNE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,3480
Morocco,MAR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,337111
Morocco,MAR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,356510
Mozambique,MOZ,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,513109
Mozambique,MOZ,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,522393
Myanmar,MMR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,443828
Myanmar,MMR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,451799
Namibia,NAM,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,36177
Namibia,NAM,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,36769
Nauru,NRU,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Nauru,NRU,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Nepal,NPL,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,262095
Nepal,NPL,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,283189
Netherlands,NLD,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,88224
Netherlands,NLD,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,92756
New Caledonia,NCL,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,1990
New Caledonia,NCL,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,2055
New Zealand,NZL,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,28464
New Zealand,NZL,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,29931
Nicaragua,NIC,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,57142
Nicaragua,NIC,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,59447
Niger,NER,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,463202
Niger,NER,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,482361
Nigeria,NGA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,3277196
Nigeria,NGA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,3447228
North America,NAC,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
North America,NAC,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Northern Mariana Islands,MNP,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Northern Mariana Islands,MNP,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Norway,NOR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,30288
Norway,NOR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,31616
Not classified,INX,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Not classified,INX,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
OECD members,OED,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
OECD members,OED,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Oman,OMN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,39795
Oman,OMN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,42676
Other small states,OSS,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Other small states,OSS,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Pacific island small states,PSS,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Pacific island small states,PSS,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Pakistan,PAK,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,2439410
Pakistan,PAK,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,2648454
Palau,PLW,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Palau,PLW,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Panama,PAN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,36179
Panama,PAN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,37751
Papua New Guinea,PNG,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,98184
Papua New Guinea,PNG,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,105945
Paraguay,PRY,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,65485
Paraguay,PRY,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,68233
Peru,PER,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,299072
Peru,PER,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,312603
Philippines,PHL,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,1115620
Philippines,PHL,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,1203204
Poland,POL,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,171069
Poland,POL,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,180404
Portugal,PRT,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,38953
Portugal,PRT,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,42288
Post-demographic dividend,PST,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Post-demographic dividend,PST,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Pre-demographic dividend,PRE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Pre-demographic dividend,PRE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Puerto Rico,PRI,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,21164
Puerto Rico,PRI,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,22212
Qatar,QAT,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,13975
Qatar,QAT,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,14853
Romania,ROU,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,79311
Romania,ROU,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,83822
Russian Federation,RUS,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,925227
Russian Federation,RUS,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,981454
Rwanda,RWA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,164466
Rwanda,RWA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,166571
Samoa,WSM,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,2124
Samoa,WSM,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,2249
San Marino,SMR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
San Marino,SMR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Sao Tome and Principe,STP,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,3074
Sao Tome and Principe,STP,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,3137
Saudi Arabia,SAU,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,297732
Saudi Arabia,SAU,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,306797
Senegal,SEN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,278873
Senegal,SEN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,286904
Serbia,SRB,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,44820
Serbia,SRB,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,46932
Seychelles,SYC,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,779
Seychelles,SYC,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,819
Sierra Leone,SLE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,103033
Sierra Leone,SLE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,104202
Singapore,SGP,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,25435
Singapore,SGP,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,27892
Sint Maarten (Dutch part),SXM,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Sint Maarten (Dutch part),SXM,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Slovak Republic,SVK,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,26246
Slovak Republic,SVK,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,27538
Slovenia,SVN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,10334
Slovenia,SVN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,11026
Small states,SST,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Small states,SST,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Solomon Islands,SLB,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,7942
Solomon Islands,SLB,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,8398
Somalia,SOM,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,212271
Somalia,SOM,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,216419
South Africa,ZAF,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,506366
South Africa,ZAF,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,483527
South Asia,SAS,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
South Asia,SAS,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
South Asia (IDA & IBRD),TSA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
South Asia (IDA & IBRD),TSA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
South Sudan,SSD,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,208583
South Sudan,SSD,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,215136
Spain,ESP,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,178257
Spain,ESP,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,189775
Sri Lanka,LKA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,150344
Sri Lanka,LKA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,156377
St. Kitts and Nevis,KNA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
St. Kitts and Nevis,KNA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
St. Lucia,LCA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,1364
St. Lucia,LCA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,1396
St. Martin (French part),MAF,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
St. Martin (French part),MAF,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
St. Vincent and the Grenadines,VCT,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,782
St. Vincent and the Grenadines,VCT,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,804
Sub-Saharan Africa,SSF,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Sub-Saharan Africa,SSF,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Sub-Saharan Africa (excluding high income),SSA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Sub-Saharan Africa (excluding high income),SSA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Sudan,SDN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,618238
Sudan,SDN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,640584
Suriname,SUR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,4692
Suriname,SUR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,4855
Swaziland,SWZ,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,17587
Swaziland,SWZ,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,17906
Sweden,SWE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,56438
Sweden,SWE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,59232
Switzerland,CHE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,42402
Switzerland,CHE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,44834
Syrian Arab Republic,SYR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,194005
Syrian Arab Republic,SYR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,204087
Tajikistan,TJK,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,126885
Tajikistan,TJK,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,131019
Tanzania,TZA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,1011103
Tanzania,TZA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,1023281
Thailand,THA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,348477
Thailand,THA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,366390
Timor-Leste,TLS,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,24322
Timor-Leste,TLS,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,25122
Togo,TGO,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,121568
Togo,TGO,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,122842
Tonga,TON,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,1199
Tonga,TON,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,1270
Trinidad and Tobago,TTO,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,8923
Trinidad and Tobago,TTO,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,9237
Tunisia,TUN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,100120
Tunisia,TUN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,104873
Turkey,TUR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,665184
Turkey,TUR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,700074
Turkmenistan,TKM,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,54376
Turkmenistan,TKM,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,56245
Turks and Caicos Islands,TCA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Turks and Caicos Islands,TCA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Tuvalu,TUV,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Tuvalu,TUV,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Uganda,UGA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,782991
Uganda,UGA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,799345
Ukraine,UKR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,204483
Ukraine,UKR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,218711
United Arab Emirates,ARE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,47284
United Arab Emirates,ARE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,47112
United Kingdom,GBR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,368969
United Kingdom,GBR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,388186
United States,USA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,1890010
United States,USA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,1978759
Upper middle income,UMC,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
Upper middle income,UMC,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
Uruguay,URY,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,23360
Uruguay,URY,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,24283
Uzbekistan,UZB,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,312043
Uzbekistan,UZB,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,326253
Vanuatu,VUT,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,3258
Vanuatu,VUT,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,3495
"Venezuela, RB",VEN,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,289399
"Venezuela, RB",VEN,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,303168
Vietnam,VNM,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,732231
Vietnam,VNM,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,809051
Virgin Islands (U.S.),VIR,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,625
Virgin Islands (U.S.),VIR,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,727
West Bank and Gaza,PSE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,73355
West Bank and Gaza,PSE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,76705
World,WLD,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,..
World,WLD,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,..
"Yemen, Rep.",YEM,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,396608
"Yemen, Rep.",YEM,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,413802
Zambia,ZMB,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,303020
Zambia,ZMB,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,309378
Zimbabwe,ZWE,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,260792
Zimbabwe,ZWE,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,263202
,,,,
,,,,
,,,,
Data from database: Population estimates and projections,,,,
Last Updated: 07/03/2017,,,,
