unicef_region,iso3,country,vaccine,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Latin America & Caribbean,JAM,Jamaica,RCV1,95,91,92,94,93,88,89,88,88,76,87,84,86,78,86,85,88,82,88,88,96,90,82,80,,,,,,,,,,,,,
East Asia & Pacific,JPN,Japan,RCV1,96,96,98,95,96,94,94,94,95,96,97,98,98,98,98,98,96,95,95,94,94,93,81,68,69,71,73,77,,,,,,,,,
Middle East & North Africa,JOR,Jordan,RCV1,99,96,98,98,96,95,95,90,90,97,88,92,98,91,90,87,83,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,KAZ,Kazakhstan,RCV1,99,99,99,99,96,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,KEN,Kenya,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,KIR,Kiribati,RCV1,80,84,88,91,91,90,89,82,72,93,61,85,56,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,KWT,Kuwait,RCV1,93,93,94,99,99,99,98,99,99,99,99,99,97,97,97,99,99,96,99,95,99,98,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,KGZ,Kyrgyzstan,RCV1,97,99,96,99,98,97,99,99,99,99,97,99,99,99,98,99,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,LAO,Lao People’s Democratic Republic,RCV1,76,88,87,82,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,LVA,Latvia,RCV1,93,96,95,96,90,92,95,92,96,95,98,98,98,98,98,98,97,97,97,97,96,81,81,80,,,,,,,,,,,,,
Middle East & North Africa,LBN,Lebanon,RCV1,75,75,75,75,75,75,75,75,65,55,45,63,58,53,59,65,71,77,83,89,85,85,,,,,,,,,,,,,,,
Eastern & Southern Africa,LSO,Lesotho,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,LBR,Liberia,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,LBY,Libya,RCV1,97,98,93,96,98,98,98,98,98,98,98,97,99,96,91,93,93,92,92,91,93,92,,,,,,,,,,,,,,,
Western Europe,LTU,Lithuania,RCV1,94,94,93,93,93,94,96,96,97,97,97,97,98,98,98,97,97,97,97,96,96,94,93,92,89,,,,,,,,,,,,
Western Europe,LUX,Luxembourg,RCV1,99,99,99,99,99,96,96,96,96,96,95,95,95,95,94,94,93,92,92,91,91,88,,,,,,,,,,,,,,,
Eastern & Southern Africa,MDG,Madagascar,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,MWI,Malawi,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,MYS,Malaysia,RCV1,96,93,93,95,95,95,95,95,95,95,95,96,95,93,94,95,96,97,96,,,,,,,,,,,,,,,,,,
South Asia,MDV,Maldives,RCV1,99,99,97,99,99,96,96,96,76,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,MLI,Mali,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,MLT,Malta,RCV1,93,89,98,99,93,84,73,82,78,79,94,86,94,90,65,70,74,67,60,56,51,51,71,90,92,90,80,86,41,59,35,10,,,,,
East Asia & Pacific,MHL,Marshall Islands,RCV1,75,75,79,79,78,88,97,78,86,94,96,86,70,90,80,64,94,93,93,,,,,,,,,,,,,,,,,,
West & Central Africa,MRT,Mauritania,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,MUS,Mauritius,RCV1,92,99,98,99,99,99,99,99,98,98,99,98,98,91,84,90,84,80,85,87,61,,,,,,,,,,,,,,,,
Latin America & Caribbean,MEX,Mexico,RCV1,96,97,97,89,99,98,95,96,96,96,96,96,96,96,96,95,96,94,96,,,,,,,,,,,,,,,,,,
East Asia & Pacific,FSM,Micronesia (Federated States of ),RCV1,70,74,83,91,91,92,80,86,86,92,83,96,85,91,88,84,85,79,82,74,82,90,83,80,78,76,81,94,84,69,,,,,,,
Western Europe,MCO,Monaco,RCV1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,99,99,,,,,,,,
East Asia & Pacific,MNG,Mongolia,RCV1,98,98,98,97,99,98,97,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,MNE,Montenegro,RCV1,47,64,76,88,90,91,90,86,89,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MAR,Morocco,RCV1,99,99,99,,,,,,,92,92,92,91,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,MOZ,Mozambique,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,MMR,Myanmar,RCV1,91,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,NAM,Namibia,RCV1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,NRU,Nauru,RCV1,98,98,98,97,96,99,99,92,99,99,97,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,NPL,Nepal,RCV1,83,85,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,NLD,Netherlands,RCV1,94,95,96,96,96,96,96,96,96,96,96,95,96,96,95,95,96,96,96,96,96,94,94,94,95,94,94,94,94,93,93,92,92,92,92,91,91
East Asia & Pacific,NZL,New Zealand,RCV1,92,93,93,92,92,93,91,89,86,79,82,82,83,84,84,85,85,83,81,99,92,84,87,85,82,82,90,83,75,67,60,64,67,71,74,77,80
Latin America & Caribbean,NIC,Nicaragua,RCV1,99,99,99,99,99,99,99,99,99,99,99,96,84,93,98,99,86,87,91,,,,,,,,,,,,,,,,,,
West & Central Africa,NER,Niger,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,NGA,Nigeria,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,NIU,Niue,RCV1,99,99,99,99,99,99,99,99,99,98,99,99,99,85,99,99,99,99,99,99,99,34,99,99,99,99,99,99,94,94,73,52,52,58,65,71,77
Western Europe,NOR,Norway,RCV1,96,95,94,93,94,93,93,93,93,92,92,90,89,86,87,90,88,90,91,93,92,92,94,93,96,94,87,84,87,87,87,90,80,80,,,
Middle East & North Africa,OMN,Oman,RCV1,99,99,99,99,99,99,99,99,98,97,96,98,98,98,99,99,99,99,98,98,98,98,97,,,,,,,,,,,,,,
South Asia,PAK,Pakistan,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,PLW,Palau,RCV1,96,95,83,99,91,85,39,75,97,91,98,98,99,99,99,91,83,96,74,83,99,99,,,,,,,,,,,,,,,
Latin America & Caribbean,PAN,Panama,RCV1,90,90,90,92,98,97,97,96,96,95,95,99,97,95,95,95,97,90,96,92,90,84,84,83,76,,,,,,,,,,,,
East Asia & Pacific,PNG,Papua New Guinea,RCV1,70,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,PRY,Paraguay,RCV1,99,83,89,92,91,93,94,91,91,91,91,91,91,91,86,90,92,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,PER,Peru,RCV1,88,92,89,85,94,96,94,91,92,92,93,77,85,95,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,PHL,Philippines,RCV1,80,82,79,87,87,87,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,POL,Poland,RCV1,96,96,97,98,98,98,98,98,98,98,99,98,97,97,98,97,97,97,97,97,97,96,96,95,95,94,95,95,95,,,,,,,,
Western Europe,PRT,Portugal,RCV1,98,98,98,98,97,97,96,95,97,95,97,93,95,96,93,90,87,92,96,96,99,94,91,95,99,96,85,96,84,81,75,70,48,,,,
Middle East & North Africa,QAT,Qatar,RCV1,99,99,99,97,97,98,99,99,96,92,99,99,99,93,99,92,91,87,89,87,90,87,86,86,86,,,,,,,,,,,,
East Asia & Pacific,KOR,Republic of Korea,RCV1,98,98,99,99,99,99,98,93,92,92,99,99,99,96,97,96,95,90,85,85,89,93,92,92,93,93,93,95,70,82,89,89,61,33,5,,
Eastern Europe & Central Asia,MDA,Republic of Moldova,RCV1,88,89,90,91,91,91,97,90,95,96,96,97,96,96,94,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,ROU,Romania,RCV1,86,86,89,92,94,93,95,96,96,97,95,97,97,97,98,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,RUS,Russian Federation,RCV1,98,98,98,98,98,98,98,98,99,99,99,99,98,98,98,97,97,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,RWA,Rwanda,RCV1,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,KNA,Saint Kitts and Nevis,RCV1,98,95,93,99,95,99,99,99,99,99,99,99,98,98,99,90,99,99,99,97,99,99,99,99,99,99,99,90,77,91,,,,,,,
Latin America & Caribbean,LCA,Saint Lucia,RCV1,99,97,99,99,99,91,95,99,99,94,94,94,95,90,98,89,88,95,90,95,95,94,92,94,75,97,82,91,83,81,91,,,,,,
Latin America & Caribbean,VCT,Saint Vincent and The Grenadines,RCV1,99,99,99,99,94,97,99,99,99,99,99,97,99,94,99,98,96,87,99,99,99,99,99,99,99,99,,,,,,,,,,,
East Asia & Pacific,WSM,Samoa,RCV1,68,69,82,90,76,59,56,45,44,63,54,57,25,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,SMR,San Marino,RCV1,62,53,57,74,87,83,68,93,73,92,94,94,98,91,85,80,74,99,99,98,98,97,,,,,,,,,,,,,,,
West & Central Africa,STP,Sao Tome and Principe,RCV1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,SAU,Saudi Arabia,RCV1,98,98,98,98,98,98,98,98,97,96,95,97,97,96,97,94,94,92,93,92,92,94,93,91,88,95,,,,,,,,,,,
West & Central Africa,SEN,Senegal,RCV1,93,80,80,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,SRB,Serbia,RCV1,82,86,86,92,87,93,95,95,92,95,88,96,89,87,92,90,89,84,88,92,90,86,81,,,,,,,,,,,,,,
Eastern & Southern Africa,SYC,Seychelles,RCV1,97,98,99,97,98,99,99,97,99,99,99,99,99,99,98,95,97,99,93,99,98,97,92,92,92,89,86,89,89,95,95,90,77,98,64,29,
West & Central Africa,SLE,Sierra Leone,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,SGP,Singapore,RCV1,95,95,95,95,95,95,95,95,95,95,95,96,95,93,94,95,96,97,96,98,97,97,95,87,89,92,84,,,,,,,,,,
Western Europe,SVK,Slovakia,RCV1,95,95,97,98,99,98,98,99,99,99,98,98,99,99,99,99,98,99,99,99,99,99,97,,,,,,,,,,,,,,
Western Europe,SVN,Slovenia,RCV1,92,94,94,94,95,96,95,95,96,96,96,94,94,94,93,94,95,98,93,82,93,93,91,90,90,,,,,,,,,,,,
East Asia & Pacific,SLB,Solomon Islands,RCV1,99,92,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,SOM,Somalia,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZAF,South Africa,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,SSD,South Sudan,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,ESP,Spain,RCV1,97,96,96,95,97,97,95,98,98,97,97,97,97,98,97,96,94,95,93,93,90,90,90,90,83,85,99,97,84,85,83,79,68,40,27,8,
South Asia,LKA,Sri Lanka,RCV1,99,99,99,99,99,99,99,97,98,98,99,99,96,99,99,99,99,95,94,94,89,,,,,,,,,,,,,,,,
Middle East & North Africa,PSE,State of Palestine,RCV1,99,99,99,99,98,99,94,97,99,87,92,97,94,94,93,94,95,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,SDN,Sudan,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,SUR,Suriname,RCV1,97,94,85,93,73,85,90,88,86,85,83,91,86,69,73,82,84,85,82,79,87,85,72,61,,,,,,,,,,,,,
Eastern & Southern Africa,SWZ,Swaziland,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,SWE,Sweden,RCV1,97,97,97,97,98,97,97,97,96,96,97,96,96,95,95,94,91,89,94,96,96,97,97,97,96,96,96,95,95,94,94,94,94,93,91,,
Western Europe,CHE,Switzerland,RCV1,94,94,93,93,93,93,92,92,92,87,87,87,82,82,82,82,82,82,81,83,83,83,83,83,83,83,90,90,70,70,70,,,,,,
Middle East & North Africa,SYR,Syrian Arab Republic,RCV1,62,53,54,58,61,80,82,82,81,81,81,81,82,83,84,80,84,86,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TJK,Tajikistan,RCV1,97,97,98,92,94,98,94,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,THA,Thailand,RCV1,99,99,99,99,98,98,98,98,98,96,96,96,96,96,94,94,94,96,96,93,92,91,86,80,,,,,,,,,,,,,
Eastern Europe & Central Asia,MKD,The former Yugoslav Republic of Macedonia,RCV1,82,89,93,96,96,97,98,96,98,96,94,96,96,96,98,92,97,98,96,98,91,97,88,98,,,,,,,,,,,,,
East Asia & Pacific,TLS,Timor-Leste,RCV1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,TGO,Togo,RCV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TON,Tonga,RCV1,84,85,85,86,81,85,86,87,89,90,90,92,93,93,85,,,,,,,,,,,,,,,,,,,,,,
