unicef_region,iso3,country,vaccine,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Eastern & Southern Africa,RWA,Rwanda,MCV1,95,96,97,95,97,95,95,95,92,94,95,89,84,90,69,69,74,78,72,66,76,84,25,74,82,89,83,83,79,78,79,52,53,53,48,42,
Latin America & Caribbean,KNA,Saint Kitts and Nevis,MCV1,98,95,93,99,95,99,99,99,99,99,99,99,98,98,99,90,99,99,99,97,99,99,99,99,99,99,99,90,77,91,96,91,85,,,,
Latin America & Caribbean,LCA,Saint Lucia,MCV1,99,97,99,99,99,91,95,99,99,94,94,94,95,90,98,89,88,95,90,95,95,94,92,94,75,97,82,91,83,81,91,68,60,36,43,,
Latin America & Caribbean,VCT,Saint Vincent and The Grenadines,MCV1,99,99,99,99,94,97,99,99,99,99,99,97,99,94,99,98,96,87,99,99,99,99,99,99,99,99,96,99,97,91,88,74,92,59,40,,
East Asia & Pacific,WSM,Samoa,MCV1,68,69,82,90,76,59,56,45,44,63,54,57,25,62,99,92,93,91,99,99,96,96,94,92,90,77,89,82,75,78,91,81,83,78,59,,
Western Europe,SMR,San Marino,MCV1,62,53,57,74,87,83,68,93,73,92,94,94,98,91,85,80,74,99,99,98,98,97,97,96,99,99,,,,,,,,,,,
West & Central Africa,STP,Sao Tome and Principe,MCV1,93,93,92,91,92,91,92,90,93,86,85,88,91,87,85,75,69,64,59,60,57,74,65,57,52,77,71,45,69,69,58,35,48,40,32,25,
Middle East & North Africa,SAU,Saudi Arabia,MCV1,98,98,98,98,98,98,98,98,97,96,95,97,97,96,97,94,94,92,93,92,92,94,93,91,88,95,88,90,81,77,77,79,71,65,53,12,8
West & Central Africa,SEN,Senegal,MCV1,93,80,80,84,83,84,81,79,77,84,80,74,57,60,54,48,48,60,62,65,70,80,59,58,57,54,51,48,60,66,71,,,,,,
Eastern Europe & Central Asia,SRB,Serbia,MCV1,82,86,86,92,87,93,95,95,92,95,88,96,89,87,92,90,89,84,88,92,90,86,81,85,82,,,,,,,,,,,,
Eastern & Southern Africa,SYC,Seychelles,MCV1,97,98,99,97,98,99,99,97,99,99,99,99,99,99,98,95,97,99,93,99,98,97,92,92,92,89,86,89,89,95,95,90,77,98,64,29,
West & Central Africa,SLE,Sierra Leone,MCV1,83,76,78,83,84,83,81,80,73,60,65,71,76,73,62,50,37,62,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,SGP,Singapore,MCV1,95,95,95,95,95,95,95,95,95,95,95,96,95,93,94,95,96,97,96,98,97,97,95,87,89,92,84,81,87,94,85,75,85,88,78,57,47
Western Europe,SVK,Slovakia,MCV1,95,95,97,98,99,98,98,99,99,99,98,98,99,99,99,99,98,99,99,99,99,99,97,,,,,,,,,,,,,,
Western Europe,SVN,Slovenia,MCV1,92,94,94,94,95,96,95,95,96,96,96,94,94,94,93,94,95,98,93,82,93,93,91,90,90,,,,,,,,,,,,
East Asia & Pacific,SLB,Solomon Islands,MCV1,99,92,93,93,99,90,85,77,77,95,99,87,87,82,78,83,91,99,66,68,90,68,60,64,70,76,70,92,69,58,31,,,,,,
Eastern & Southern Africa,SOM,Somalia,MCV1,46,46,46,46,46,46,46,43,34,35,35,35,40,40,45,20,24,38,32,25,33,34,35,33,32,30,30,30,33,28,25,35,16,6,4,3,9
Eastern & Southern Africa,ZAF,South Africa,MCV1,75,76,71,66,68,68,64,70,67,63,65,62,62,62,65,69,72,75,79,82,76,76,76,85,85,85,79,84,68,75,64,70,70,74,,,
Eastern & Southern Africa,SSD,South Sudan,MCV1,20,20,22,30,52,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Europe,ESP,Spain,MCV1,97,96,96,95,97,97,95,98,98,97,97,97,97,98,97,96,94,95,93,93,90,90,90,90,83,85,99,97,84,85,83,79,68,40,27,8,
South Asia,LKA,Sri Lanka,MCV1,99,99,99,99,99,99,99,97,98,98,99,99,96,99,99,99,99,95,94,94,89,87,84,86,82,79,80,76,68,60,45,20,3,,,,
Middle East & North Africa,PSE,State of Palestine,MCV1,99,99,99,99,98,99,98,97,96,98,99,98,96,99,94,98,93,92,92,96,95,73,96,91,,,,,,,,,,,,,
Eastern & Southern Africa,SDN,Sudan,MCV1,86,87,86,85,85,87,90,82,79,79,73,69,67,65,58,58,58,51,49,58,59,51,48,49,52,57,57,61,44,22,11,6,3,2,1,1,
Latin America & Caribbean,SUR,Suriname,MCV1,97,94,85,93,73,85,90,88,86,85,83,91,86,69,73,82,84,85,82,79,87,85,72,61,61,84,65,73,83,70,78,73,75,71,17,39,
Eastern & Southern Africa,SWZ,Swaziland,MCV1,89,89,97,96,88,87,94,94,94,94,93,93,93,93,93,93,92,92,92,92,82,94,94,85,85,80,85,85,85,65,74,54,50,46,38,30,
Western Europe,SWE,Sweden,MCV1,97,97,97,97,98,97,97,97,96,96,97,96,96,95,95,94,91,89,94,96,96,97,97,97,96,96,96,95,95,94,94,94,94,93,91,92,88
Western Europe,CHE,Switzerland,MCV1,94,94,93,93,93,93,92,92,92,87,87,87,82,82,82,82,82,82,81,83,83,83,83,83,83,83,90,90,70,70,70,,,,,,
Middle East & North Africa,SYR,Syrian Arab Republic,MCV1,62,53,54,58,61,80,82,82,81,81,81,81,82,83,84,80,84,86,87,84,85,85,86,86,84,84,87,86,52,37,64,27,23,19,22,14,13
Eastern Europe & Central Asia,TJK,Tajikistan,MCV1,97,97,98,92,94,98,94,89,86,85,82,85,92,91,89,88,88,79,83,84,79,70,73,81,68,,,,,,,,,,,,
East Asia & Pacific,THA,Thailand,MCV1,99,99,99,99,98,98,98,98,98,96,96,96,96,96,94,94,94,96,96,93,92,91,86,80,74,79,80,66,63,52,45,26,5,,,,
Eastern Europe & Central Asia,MKD,The former Yugoslav Republic of Macedonia,MCV1,82,89,93,96,96,97,98,96,98,96,94,96,96,96,98,92,97,98,96,98,91,97,88,98,,,,,,,,,,,,,
East Asia & Pacific,TLS,Timor-Leste,MCV1,78,70,74,70,73,62,66,70,73,63,61,48,55,55,56,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,TGO,Togo,MCV1,87,85,82,72,72,72,68,66,63,71,78,70,70,68,48,40,58,57,40,43,48,53,57,60,64,69,73,78,62,74,43,27,11,,,,
East Asia & Pacific,TON,Tonga,MCV1,84,85,85,86,81,85,86,87,89,90,90,92,93,93,85,89,92,95,95,97,95,94,86,87,87,90,86,84,81,88,37,81,43,67,44,9,
Latin America & Caribbean,TTO,Trinidad and Tobago,MCV1,86,89,96,91,85,92,92,94,91,91,89,93,95,88,87,91,90,88,90,88,88,84,86,87,83,93,70,59,72,68,42,32,10,,,,
Middle East & North Africa,TUN,Tunisia,MCV1,96,98,98,94,96,96,97,98,98,98,98,96,95,90,94,92,95,90,94,92,92,91,91,92,94,94,93,93,87,81,67,65,55,42,43,,
Eastern Europe & Central Asia,TUR,Turkey,MCV1,98,97,94,98,96,98,97,97,97,96,98,91,81,75,83,91,87,82,81,79,72,65,76,72,78,73,78,71,82,67,64,61,62,63,64,52,27
Eastern Europe & Central Asia,TKM,Turkmenistan,MCV1,99,99,99,99,99,99,99,99,99,99,99,99,97,97,88,98,96,97,99,99,98,92,90,84,76,,,,,,,,,,,,
East Asia & Pacific,TUV,Tuvalu,MCV1,96,94,94,96,98,98,85,90,93,95,84,62,97,95,99,99,81,94,96,99,94,94,79,64,66,63,95,79,90,65,65,92,71,65,,,
Eastern & Southern Africa,UGA,Uganda,MCV1,82,82,82,82,82,75,73,77,70,75,75,68,66,64,62,59,57,55,50,54,55,57,59,57,56,54,52,51,49,38,27,17,18,20,21,22,
Eastern Europe & Central Asia,UKR,Ukraine,MCV1,42,56,56,79,79,67,56,75,94,97,98,96,99,99,99,99,99,99,96,97,92,97,96,94,90,,,,,,,,,,,,
Middle East & North Africa,ARE,United Arab Emirates,MCV1,99,99,99,98,96,95,94,93,92,92,92,92,94,94,94,94,94,96,95,95,90,90,90,90,85,82,80,78,74,71,67,60,53,51,41,42,34
Western Europe,GBR,United Kingdom of Great Britain and Northern Ireland,MCV1,92,95,93,93,92,90,89,86,86,86,85,82,81,82,85,85,88,88,87,91,92,92,91,91,92,90,87,84,80,76,71,68,63,60,58,55,53
Eastern & Southern Africa,TZA,United Republic of Tanzania,MCV1,90,99,99,99,97,93,92,91,88,90,93,91,94,97,89,86,78,72,72,73,78,78,79,77,81,79,80,79,83,78,97,66,55,60,50,51,46
North America,USA,United States of America,MCV1,92,92,92,92,91,92,92,90,92,92,92,92,93,93,91,91,91,92,92,91,91,88,89,84,83,87,90,94,98,82,97,97,98,98,97,97,86
Latin America & Caribbean,URY,Uruguay,MCV1,95,96,96,96,96,95,95,94,95,96,94,95,95,95,95,94,89,99,96,92,89,90,90,90,93,96,97,82,72,88,82,59,66,65,52,55,50
Eastern Europe & Central Asia,UZB,Uzbekistan,MCV1,99,99,99,97,99,99,98,95,98,98,98,99,98,99,97,99,99,96,95,96,95,91,71,82,84,,,,,,,,,,,,
East Asia & Pacific,VUT,Vanuatu,MCV1,53,53,53,53,53,53,53,53,52,52,52,53,55,56,58,59,61,62,64,65,61,60,53,74,66,63,66,50,46,34,22,26,18,23,20,,
Latin America & Caribbean,VEN,Venezuela (Bolivarian Republic of),MCV1,88,92,89,85,87,86,79,87,93,87,82,76,80,83,83,98,84,84,92,68,64,47,94,62,61,63,61,50,51,54,48,56,41,42,45,43,50
East Asia & Pacific,VNM,Viet Nam,MCV1,99,97,97,98,96,96,98,97,92,83,93,95,97,93,96,98,97,94,96,96,96,95,96,93,90,88,88,76,56,36,39,19,4,3,1,,
Middle East & North Africa,YEM,Yemen,MCV1,70,67,67,70,63,66,68,65,69,71,65,73,74,64,62,72,70,74,66,41,43,40,31,51,46,53,69,48,34,22,15,13,8,6,4,4,2
Eastern & Southern Africa,ZMB,Zambia,MCV1,93,90,85,80,82,83,96,90,87,93,85,85,85,84,84,84,85,85,86,86,86,86,96,91,85,80,90,80,80,80,58,58,57,56,,,
Eastern & Southern Africa,ZWE,Zimbabwe,MCV1,95,86,92,93,97,92,90,76,70,69,68,67,66,68,70,73,75,77,79,84,88,87,87,86,86,87,87,87,88,88,83,78,62,60,58,56,
