unicef_region,iso3,country,vaccine,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Eastern Europe & Central Asia,TKM,Turkmenistan,Hib3,98,99,97,97,97,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TUV,Tuvalu,Hib3,94,96,89,90,97,96,89,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,UGA,Uganda,Hib3,78,78,78,78,78,82,80,79,71,73,64,64,62,44,29,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,UKR,Ukraine,Hib3,47,38,38,83,83,26,51,66,81,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,ARE,United Arab Emirates,Hib3,99,99,99,98,96,95,94,93,92,92,92,94,94,94,94,92,92,94,,,,,,,,,,,,,,,,,,,
Western Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Hib3,94,96,95,95,95,95,94,93,92,92,92,91,92,91,91,91,91,92,91,92,95,94,93,89,,,,,,,,,,,,,
Eastern & Southern Africa,TZA,United Republic of Tanzania,Hib3,97,98,97,91,92,90,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,USA,United States of America,Hib3,93,93,93,93,93,94,90,84,91,93,93,94,94,94,93,93,93,94,93,93,91,91,,,,,,,,,,,,,,,
Latin America & Caribbean,URY,Uruguay,Hib3,95,95,95,94,95,95,95,95,94,94,95,96,94,91,95,90,88,91,75,84,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,UZB,Uzbekistan,Hib3,99,99,99,99,99,99,99,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VUT,Vanuatu,Hib3,64,64,64,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,VEN,Venezuela (Bolivarian Republic of),Hib3,84,87,78,82,81,78,78,84,51,62,71,87,60,54,59,34,2,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VNM,Viet Nam,Hib3,96,97,95,59,97,95,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,YEM,Yemen,Hib3,71,69,73,73,67,69,75,74,75,75,73,43,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZMB,Zambia,Hib3,91,90,86,79,78,81,83,94,87,80,81,82,83,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZWE,Zimbabwe,Hib3,90,87,91,95,97,94,90,73,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
